,repl,TF
4969, 보다 훨씬 나쁜새끼들인데 말이죠....,1
4970,불편한 이질적 이견을 제시한겁니다.,0
4971,근데 그 부위를 좋아하던데 음...  저런거 보지말고 실습해서 익히자.,0
4972,그닥,0
4973, 베트남 여행지 추천해 달래서 푸꿕 추천하는데,0
4974,따악 화산이었으면 천베인데하필 따알이네,1
4975,개색,1
4976,원작이 따로있는데. 일본 애니짤은  왜 올리노 ㅁㅈㅎ  존나 웃기네 짤방은 72년작.흑백시절 부터 영화가 나왔지만 꾸준한 스타일이었음.,1
4977,삿까시,1
4978,저는 껌 안 씹습니다.,0
4979,뭐야 어케받은거야나도 풀참인데 아직 모자란데?,0
4980,응 아잇!발시려 푸르르,0
4981,좆 잡고 있었노,1
4982,난 37살낀지공부햇다,0
4983, 속으론 씹새끼다 생각하는데 겉으로는 그대로 좋은 사람이라고 칭찬하는거지,1
4984,18놈,1
4985,권영진 시장관련 이슈 같은건 관심도 없어요.,0
4986,"협의에 포함되어있지않냐  오천만원 송금  ..  그리고 핵심은  아직까지 사용하였던 핸드폰등은 제출하지도 않았고 압수하지도 못하였다그리고  부산 부시장 유재수 감찰 무마건도 조국전 장관이 책임자의  자리에서 있었고  그리고 지시한것의 그이상을  사법당국이 조사중이었는데   6시간 기다렷고들한들  6시간이전에  만난날  첫미팅때  의견이나 견해를 구한것이 아니고 통보만 하였는지  조국전 장관이 않혀놓은 두인물만 제외하고   모두 일사분리로 좌천 시키거나  더이상 조사를 하지못하였던것  의문이지않냐?선거사범을  초반에  인지하고 제압하여 나쁜정치적 관행이나 습관을 한국이라는 사회에서는 뿌리뽑으려고  하였는데  그것도 못하게  만들어 버렷어  유권자에게는 아주큰 손실 ,  매우큰손실이지",0
4987,"보통 부장에서 마무리하고 진급하면 더 빨리 퇴직할 가능성이 높으니깐,",0
4988,이건맞다,0
4989,교회놈인감??/,0
4990,뒤를 쫓는 그림자는 명탐점 (명탐정) 바베크 (바베크),0
4991, 뭐해먹고 사노?,0
4992,모유수유.브라질리언왁싱,0
4993,자 첫 스타트 끊어졌고 ㅋㅋ,0
4994,앙헬 가고 싶다 빨통을 그냥 핥짝 핥짝 ,1
4995,"보통 독서실 총무 들어가는건 다들 20만원 30만원 받는거 알고 들어감그래서 그냥 잘해주진 않아도, 좆같이만 안했으면 저사람도 신고하고 최저시급 적용한 월급 받으려 하지도 않았을거임 선을 넘어서 굴렸으니까 저렇게 된거지 ",1
4996,인민재판 익숙해야지,0
4997,아따~ 거시기허네~,0
4998,진짜 빡대가리들,1
4999,펭수 하는짓거리가 페미니스트네 씨발 좆만한새끼가,1
5000,떠나고 나면 후회와 아쉬움 그리고 공허함만이 남음..,0
5001,김치 좌빨들 닮앗네,1
5002,문제는 남자들이 재혼을 해도 딸이 위험에 처하는 건 똑같다아무리 좋은 여자라도 남이 낳은 딸을 자기 딸처럼 사랑하는 건 어렵기 때문에,0
5003,"법을 어겨서 화내는게 아니라, 내가 누리지 못하는걸 나 몰래 누리니까 빡치는거임.",1
5004,개쒝꺄,1
5005,비슈누?,0
5006,없어짐,0
5007,"입이 왜케 곰, 원숭이마냥 튀어나옴",0
5008,가급적 그냥 쭈욱 해줘도 된다.,0
5009,이거 모르는 사람도 있나? 모르는 벌레만 있을뿐이지...,1
5010," ""우릴(대구 경북) 싫어하는 애들은 다 전라도야!!! 비전라도애들은 우릴 안싫어해!!!  빼애애액 네다홍!!""",0
5011,빙싄,1
5012,찾아보니 역시 인도 최상위계층 브라만임 개부자,0
5013,독일이라 하면 되지 바이마르 이러고 있네,0
5014,걍 짱깨랑 다를게 없음 ㅋㅋㅋㅋㅋ 오히려 더하면 더했지 절대 덜하지 않음 ㅋㅋㅋㅋㅋ 존나 천박하고 교만하고 집단주의적 사고에서 영원히 머물러 있는 병신민족 ㅋㅋ가끔 나타는 선지자들 덕에 그나마 유지되오던게 이제 그마저도 나올수가 없는 사회임 ㅋㅋ,1
5015,넌 시발 뭐하는 새끼인데 여기서 이지랄이냐? 기술이나 배워라.,1
5016,억지같긴 뭐가 억지야... 그 수많은 사람들이 억지로 좋아한단 말이냐? ㅋㅋㅋㅋ 말이되는 소리를 해야지,0
5017,시동 막 끈 차 본네트 안에 엔진 옆에서 잔다. 모르냐?,0
5018, 주님을 보라구 ,0
5019, https://www.youtube.com/watch?v=4tnddmWdFo0,0
5020,호스트바,1
5021,걔수작,1
5022,아늑하노,0
5023,맞음 일단 어제 저녁부터 지금 현재까지 깨끗함 나 방독면 쓰고 다니는데 사람들 시선이 꽤 느껴짐 ㅋㅋㅋ,0
5024,십쉑히,1
5025,좀있으면 100억도 나오겠네 시발 ㅋㅋㅋㅋㅋㅋ,1
5026,18쒝끼,1
5027,아갈이,1
5028,느그애미 수원에서 외노자 보지대주다가,1
5029,대가리 텅빈 년들..,1
5030,거의 그렇지 ㅋㅋㅋㅋㅋ 근데 나도 귀찮아서 뭐 대단한건 안 함,0
5031,천생연분이노..,0
5032, 하며 뒷짐지고 싸우는척 하는 웰빙 샛끼들 천지 삐까리란다.,1
5033,존만한색기,1
5034,무기팔면 파는 나라 입장에선 사가는 나라가 카피할까봐 이런 부분도 우려되는거임?,0
5035,ㅇㅇ,0
5036,원숭이 네 망하는 소리가 들리네 ㅎㅎㅎ.,0
5037,저럴거면 집에서 하지 ,0
5038,전형적인 좌빨 보지식 논리네 ㅋㅋ,1
5039,싴팔,1
5040,음.. 유튜브안하니?,0
5041,오연수 이연수 다른 사람인데,0
5042,창렬이노,1
5043,한국 연해주땅 상의도 없이 러시아에 팔아넘긴게 중국임,0
5044,"어린 나무 , 좆마니 나무 이식 작업은 전세계 어디서나 똑같이 한단다 무식한 새끼야 ㅋㅋ무식한 새끼가 경험까지도 없어서 과수농원 구경이라도  한번 해봤어야 알지 ㅋ",1
5045,개소리 머엉,1
5046,허경영 총재 함부로 욕하다간,0
5047,제품을 구매하는데 사전에 정보를 수집해야 한다. 캬,0
5048,너 닉네임에서 불향기가 느껴진다  ㅇ ㅇ  특수용접이니 그거 고수익 이라면서 나도 ㅅㅂ 그런거 하는 사람 있으면 몇년 따까리 보조로 월 150만원 받아도 되니깐 좀 배우고싶다기사 찾아보니깐 중년의 나이에 도전한 어떤 아줌마들 한달에 천따리 이상 버는 것 같은데 대체 그런건 어디서 배울 수 있노?,1
5049,속이 다 후련.,0
5050,거 참 상황 머중이스럽네...,1
5051,개년,1
5052,퇴사하고싶을때보는 영상 그냥열심히일하자https://youtu.be/PMrMhs9BeqY,0
5053,띠바,1
5054,MBC? ㅁㅈㅎ,0
5055,잘생기면 이런일 안겪고 일사천리로 보지따먹고 집와도보지가 암말 안함,1
5056,86 거거익선,0
5057,잘빠는여자 구별법이나 특징 머냐? 입술 두꺼우면 잘빰?,1
5058,상식이 통하는 사회에 나라다운 나라를 만들고 있어서 슬픔 속에서 희망을 봅니다.,0
5059,뭔 이어폰으로 돈을 저렇게나 많이 버냐? ㄷㄷ...,0
5060,마지노선 교대,0
5061,니 에비,1
5062,꺼억이나 린가드한테 나가는 주급이 아깝지 이런건 안아깝지 굿굿,0
5063,문재인보다 문재인 빠는 시발 개새끼들이 더 좃같네 개간나 시발년들 ,1
5064,엄창,1
5065,오입,1
5066,이정도 보고 딸쳤음 자지가 약발 없이 서겠노?좆이 주인 잘못 만나 좆대가리 거무튀튀가 될정도로 뽑아낸 모양이노좆대가리야 다음 생엔 주인 잘 만나라,1
5067,젓까는,1
5068,물가상승률 고려해라. 20년 지나서 3억이면 지금 시세로 5천만원정도 될꺼다.  너한테 지금 5천만원 물려주고 독립시켜주는거랑 같은 상황.,0
5069,얼마나 관장을 잘하면 주짓수하면서 관장하노 ㄷㄷ,0
5070,숏패딩은 눕시 디자인미만잡,0
5071,빨갱아 반일에 대해서 어떻게 생각해?,1
5072,개놈,1
5073,어우시발꼴려,1
5074,어디가서 민폐 끼치고,0
5075,소방관 의사 비리가 제일 많지 ,0
5076,이새낀도대체어떻게대통령자리에오른거지,1
5077,AV좆문가들ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
5078,근데 신기한게 쟤는 그냥 성괴에 이쁜거도 아니고 짱깨놈 대리고 사는게 산박하다고 생각해서 그런건가? 왜 티비에서 밀러주는 이유가 뭐임? 짤만 봐서 그런건가 이해가 안가노,1
5079, 나는 이 아이디 로긴 안 하니까 니 혼자 댓글 달고 지랄 쌈싸먹어라 어차피 안 보임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
5080,저련년 방생하지말고 평생 데리고 살아줘~~부지런한 보빨병신새끼야.ㅋㅋㅋ,1
5081,어렸을땐 홍콩영화 좋아했었는데,0
5082,지하철 시트에 냉 묻음,0
5083,수학 1타 강사들 말고는 그저 그럼....연고대 출신이라면서 알고보면 분캠인 경우도 있고,0
5084,박사모라 ㅈㅎ,0
5085,진짜..서울에..미사일한방만....,0
5086,개쒝갸,1
5087,"여자살인범들은 거의 비슷한게 있는데 수면유도제 아니면 수면제 농약  청산가리등 독극물이 주로 사용된다는점, 우리나라 최초 사이코페스점수 만점을 기록을 기록한 엄인숙이라는 여자 사형수가 있는데 정말 잔인함, 우선 무척 미인었다고 하고 순진하게 생겼다고 함, 그걸 이용해 남자에게 접근 수면제를 먹이고 잠이들면 바늘로 눈을 찔러 장님을 만든다고 함, 그다음 일부러 자빠뜨려 뇌진탕을 만들고 식물인간 상태가 되면 뜨거운 기름을 얼굴에 부었다고 함, 그런식으로 상해보험이니 사망보험금이니 타먹으려고 자기 엄마까지 눈을 바늘로 찔러 장님을 만들고 보험금을 타먹은 희대의 싸이코페스년이었음",1
5088,일반적으로 남자가 저런 상황에 처하는데정작 자기가 쳐해보니 ㅈ같다 이거지 저러고도평균 남자들 이해못하면 공감능력 제로라는 소리,1
5089,네다통,1
5090,지방것들이 왜 서울 품평하냐?,0
5091,니애미 김정은 후장빨이년 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
5092,말만 들어도 역겹다 아무리 세상이 살기좋아졌다지만 인간이라고 다같은 인간이 아님 ㅉㅉ,1
5093,지이이잉 나가 디지라,0
5094,저렇게 되면 이제 검사도 경찰서 붙잡혀 가서 짭새한테 욕 처먹어 가먼서 조사 받아야 된다 ㅋㅋ  검사 나으리 좃밥다됐노,1
5095,오옹 무슨일 하냐?,0
5096, 괜히 돈 많이 받는거 아니다 ....나 취성 패 할때 용접 6 년 하고온 나보다 2 살 형 있는데뭔가 눈도 침침하고 계속 건강 악화된다고 그러더라 그 형은 마지막 1년동안 공수 28 정도 받았다는데 ...건강챙겨서 돈많이 벌고 다른거 안전한거 슬슬 찾아봐라,0
5097,ㄴㄴㄴ 박정희의 의료보험은 사기 였어,0
5098,일베리스트 만들어서 한 10년정도 취업 안돼봐야 정신차림.,1
5099,홍어자슥 ^^ 조용히 분탕치면 내가 가만히 놔둘거 같았노? 홍어야 아쉽지만 우리같은 엘리트들에게 딱걸렸노 이기야~ 너 신고됐으니 밴먹기전 남은시간동안 어디 마음껏 짖어보려무나 ㅎㅎ;;,1
5100,너 이 댓글한번더 쓰면 아이디 삭제빵한걸로 간주하고 댓글이랑 가입일 박제한다,0
5101,프롬프트 읽으면서 좌우로 사람들 둘러보며 말하는거 보면연기력 하나는 탁월 한것같다,0
5102,정말 가지가지하네여,0
5103,"골반,엉덩이 보형물은 시발 존나 이상할듯 기본적으로 골반은 뼈인데 ",1
5104, 조만간 민주당 정당가입도하고,0
5105,ㅋ,0
5106,?? 넌 어떻게 그런 머리로 5랩을 달성한거야,1
5107,이사진은 선거끝날때까지 계속올려주시기바랍니다,0
5108,니네 둘 다 틀림. 길고냥이건 집고냥이건 겨울엔 발정 안함요.. 발정하는 극소수가 있긴하지만,0
5109,18번에서 들켰네 ㅋㅋ,0
5110,쉑스,1
5111,미국에서 현재 리콜 떳음.펠리세이트 에어백 싸이드 쪽 윈도우 불량임.가성비가 좋은 차라 생각하지 가족 있는 사람에게 추천 할 만한지는 생각해봐야됨. ,0
5112,그 옆에서 맞장구 처준 놈이 육군 장성 출신이었지요..,0
5113,"현실에서 사람취급 못 받고 낮아진 자존감,쌓인 열등감",0
5114,공부해서 설계사되면 되는거아니냐,0
5115,내가성경대로믿기시작한건 창조과학회김명현박사 영상보고 ...무적권 성경대로 믿기로 한거거등,0
5116,티비조선이 존나게 띄워줬지 ㅋ,1
5117,개십새기,1
5118,개좌식,1
5119,비슷하게 생기게 된건 고려 이후 피섞여서 그리 된거지. 그 전은 완전히 달랐을듯,0
5120,앗! 이것은 사탄의 컬렉숀...,0
5121,어렸을때부터 금천구 시흥동에 살았는데 나름 서울산다고 자부심같은거 갖고있었음. 근데 아파트 재개발해서 밑쪽 안양으로 왔는데 훨씬 살기좋더라ㅋㅋ ㄹㅇ 금천구는 서울의 할렘가임.,0
5122,ㅋㅋ 어플로 ㅈㄱ해본 김치녀들 겁나 많음,1
5123,뒤에서 박는것 보다 차선 변경 사고가 안전빵이지,0
5124,서성한 인문상경(O),0
5125,멍석말이의민족 실토할 때까지 팬다. 그게 일상이었다.,0
5126,정도가 너무심함 저런새끼가 어떻게 사회생활가능한지 의문,1
5127,"서비스 이용하는데 돈 내야하는건 당연한거고,그걸 포괄제로 받다가 가격인상요인이 많으니포괄안하고 개별로 받겠다는데 왜 지랄임?결국 배달료 이후 배달사업이 존나 커지고소비자는 집에서 대부분 사먹을 수 있게된게 팩트임.빠바 생기고 동네빵집 망했다 선동수준이네 븅신새끼",1
5128,건강한 생활습관을 가지고 살면 심하게 살찔일도 없다,0
5129,적자가 계속 되는데도 유지된다는 건 누가 뒤에서 그걸 메꿔준다는 거야.,0
5130,빅근혜때문에 끊었다가 뮨재인때문에 다시핀다 ㅅㅂ,1
5131,저정도면 찍으면 넘어온다. 내말 믿어라.철벽치는 김치같았으면 저렇게 답장안온다용기가지고 밀어부쳐라!!단 밀어부치다가 철벽으로나오면 미련없이바로 접어라.그게 너에게도 좋고 김치들은오히려 그런모습에 다시 올수도있다.,1
5132,아니야,0
5133,개독,1
5134,기다려 보죠,0
5135,이미 성차별을 염두에 두고 있으니 특별히 쓸일이 없었겠지,0
5136,뱅신,1
5137,나중에 병원에서 돈 다 쓰고 뒤진다,1
5138,생각짧고 멍청한 애들이라..,1
5139, 그 소방관새끼 조국 실드치다 공정한 척 말 씨부리다 나이 30에 그게 할말이냐??????,1
5140,걔네한테도 기본섹스는 기본이지. 본문의 짤처럼 저지랄하고다닐정도면 당연히 변태고 동성애자라서 억압받는다는건 변명이기북딱. 피스팅 sm 스캇은 지들끼리좋아서하는건데 변태는아니지. 인간은 그냥 성욕장애생물인듯,1
5141,지금 정부아니라 전이나전전정부같았음,0
5142,팩트 : 어차피 저 여자들도 베충이들 거들떠도 안봄 ,1
5143,"애초에 방송 자체가 작정하고 편협하게 만든 쓰레기 다큐비타민 혈중농도 측정하는데 몇시간이면 다 빠져나가는 수용성비타민만 측정해서 뭐하노?? 비타민d 수치가 존나 중요하고 영양제 먹고안먹고 판이하게 차이가 나는 영역인데 그건 쏙 빼버림 ㅋㅋ 아니나다를까 띵승권 등판, 엉터리 논문 코펜하겐 쇼크 인용 ㅋㅋ 좆병신새끼들 언제까지 저런 짓 할려나. 영양제 효과와 사례들과 메커니즘을 깔쌈하게 정리해서 팩폭하는 다큐는 대체 언제쯤 나올런지?? 어제도 그거 기대하면서 봤는데 아니나다를까 다 아는 병신같은 무용론만 주장하고 끝남",1
5144,큰자지,1
5145,지럴,1
5146,그건 스펙때문이지 당연한 이야길 하노 게이야.,0
5147,바보같아서 모르는경우도 있음,0
5148,나베가 35%라는게 말이나 데능교.,0
5149,결국은 조직의 최상위 권력자들 따까리 밖엔 안됨.,1
5150,미튄,1
5151,수학만잘하고 영어 국어 언어영역쪽이약해서 그럼 수학은 만점받음,0
5152,씹팔년,1
5153,확실히 눈떨려서 미그네슘 사 먹는데 안낫는거야그래서 그냥 바나나사머고 했더니 사라지,0
5154,개씨끼,1
5155,사표 던지면 빨갱이만 더 좋게 해주는 거잖아,1
5156,정말 쓰레기같은 동생이다,1
5157,니뽕 1등해!!!,0
5158, 샌드백은 쿠팡에서 로켓배송 17700원짜리,0
5159,쉬발,1
5160,축복일까  불행일까,0
5161,와 존나 개꿀팁이네..그렇게 하다가 그냥 재결합 안할수도 있는거고 재산은 다 나한테 있고 개씹끌띠,1
5162,뷩신,1
5163,누구는 불법인거 모르고 안하는줄 아나....,0
5164,우리집냥이 ㅁㅌㅊ?,0
5165,쉑캬,1
5166,킹덤이 진짜 잘 나가는 곳은 미국임. 미국에서 진짜 잘나감. 순위는 낮아도 수익은 높을걸,0
